customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn Prediction,Churn Probability,Risk Score,Risk Level,Prediction Method,Customer Risk Score,Customer Value,Strategic Segment,Retention Priority,Priority Rank,Revenue At Risk,Recommended Action,Retention Recommendation,Retention Urgency Score,Recommended Channel
3424-NMNBO,Male,1,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.85,6287.25,1,Churn,67.8,67.8,High,Existing ChurnIQ ML Model,64.77,6287.25,High Value At Risk,High,1469,4262.76,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,67.15,Targeted Campaign
9885-MFVSU,Female,0,Yes,Yes,35,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),46.35,1662.05,0,Retained,4.58,4.58,Low,Existing ChurnIQ ML Model,13.63,1662.05,Loyal Customer,Low,4066,76.12,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",9.93,Standard Engagement
4514-GFCFI,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,1350.15,1,Churn,86.41,86.41,Critical,Existing ChurnIQ ML Model,85.56,1350.15,Critical Retention,Immediate,395,1166.66,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,65.86,Personal Outreach
0607-MVMGC,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.75,3600.65,0,Retained,9.7,9.7,Low,Existing ChurnIQ ML Model,20.51,3600.65,Loyal Customer,Low,3619,349.26,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",16.14,Standard Engagement
3365-SAIGS,Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,1329.15,0,Churn,75.15,75.15,High,Existing ChurnIQ ML Model,77.44,1329.15,Standard Customer,High,847,998.86,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,59.32,Targeted Campaign
9828-AOQLM,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,1,Churn,80.4,80.4,Critical,Existing ChurnIQ ML Model,80.33,45.7,Critical Retention,Immediate,700,36.74,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,56.42,Personal Outreach
8022-BECSI,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,422.5,0,Retained,0.57,0.57,Low,Existing ChurnIQ ML Model,12.6,422.5,Loyal Customer,Low,4146,2.41,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",8.83,Standard Engagement
8000-REIQB,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,69.95,1,Churn,93.5,93.5,Critical,Existing ChurnIQ ML Model,91.43,69.95,Critical Retention,Immediate,125,65.4,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,64.34,Personal Outreach
9993-LHIEB,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,67.85,4627.65,0,Retained,3.81,3.81,Low,Existing ChurnIQ ML Model,10.36,4627.65,Loyal Customer,Low,4331,176.31,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",8.15,Standard Engagement
0266-CLZKZ,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,0,Retained,21.3,21.3,Low,Existing ChurnIQ ML Model,25.61,6717.9,Loyal Customer,Low,3326,1430.91,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",25.25,Standard Engagement
7615-ESMYF,Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.6,97.1,1,Churn,84.11,84.11,Critical,Existing ChurnIQ ML Model,82.7,97.1,Critical Retention,Immediate,562,81.67,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,58.31,Personal Outreach
3858-VOBET,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1710.45,1,Churn,74.31,74.31,High,Existing ChurnIQ ML Model,75.34,1710.45,Standard Customer,High,944,1271.04,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,59.24,Targeted Campaign
7020-OZKXZ,Female,1,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.5,637.4,0,Churn,55.75,55.75,High,Existing ChurnIQ ML Model,61.33,637.4,Standard Customer,High,1607,355.35,Provide personalized service outreach and retention incentives.,Proactive customer engagement is recommended.,44.75,Targeted Campaign
3977-QCRSL,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,117.95,0,Retained,26.77,26.77,Medium,Existing ChurnIQ ML Model,37.2,117.95,Standard Customer,Monitor,2694,31.58,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,26.2,Email / In-App
0017-DINOC,Male,0,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),45.2,2460.55,0,Retained,5.47,5.47,Low,Existing ChurnIQ ML Model,11.52,2460.55,Loyal Customer,Low,4239,134.59,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",8.75,Standard Engagement
1447-PJGGA,Female,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,95.25,5464.65,1,Churn,61.9,61.9,Medium,Existing ChurnIQ ML Model,57.59,5464.65,Standard Customer,Monitor,1762,3382.62,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,57.62,Email / In-App
8565-CLBZW,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.85,2165.05,1,Churn,69.93,69.93,High,Existing ChurnIQ ML Model,70.32,2165.05,Standard Customer,High,1197,1514.02,Provide personalized service outreach and retention incentives.,Proactive customer engagement is recommended.,56.97,Targeted Campaign
9139-WQQDY,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,100.45,4941.8,1,Retained,40.14,40.14,Medium,Existing ChurnIQ ML Model,42.99,4941.8,Standard Customer,Monitor,2400,1983.64,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,40.24,Email / In-App
0224-HJAPT,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.15,223.15,1,Churn,79.1,79.1,High,Existing ChurnIQ ML Model,78.98,223.15,Standard Customer,High,771,176.51,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,56.19,Targeted Campaign
8086-OVPWV,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.2,181.1,1,Churn,88.37,88.37,Critical,Existing ChurnIQ ML Model,88.51,181.1,Critical Retention,Immediate,267,160.04,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,62.78,Personal Outreach
9430-FRQOC,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.1,341.45,1,Churn,85.1,85.1,Critical,Existing ChurnIQ ML Model,83.5,341.45,Critical Retention,Immediate,520,290.57,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,59.94,Personal Outreach
7639-OPLNG,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.25,5731.85,0,Retained,4.44,4.44,Low,Existing ChurnIQ ML Model,11.29,5731.85,Loyal Customer,Low,4258,254.49,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",9.2,Standard Engagement
3074-GQWYX,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,1,Churn,89.71,89.71,Critical,Existing ChurnIQ ML Model,85.69,357.75,Critical Retention,Immediate,387,320.94,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,61.62,Personal Outreach
1492-QGCLU,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.7,4616.1,0,Retained,30.61,30.61,Medium,Existing ChurnIQ ML Model,41.44,4616.1,Growth Opportunity,Monitor,2471,1412.99,Introduce relevant upgrades and personalized offers.,Use engagement and cross-sell opportunities to strengthen loyalty.,36.24,Email / In-App
6845-RGTYS,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7,1,Churn,58.85,58.85,High,Existing ChurnIQ ML Model,63.08,4533.7,High Value At Risk,High,1540,2668.08,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,57.8,Targeted Campaign
7328-OWMOM,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,589.25,0,Retained,2.86,2.86,Low,Existing ChurnIQ ML Model,12.99,589.25,Loyal Customer,Low,4115,16.85,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",9.18,Standard Engagement
4418-LZMSV,Male,0,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.8,750.1,0,Retained,15.83,15.83,Medium,Existing ChurnIQ ML Model,31.74,750.1,Standard Customer,Monitor,2984,118.74,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,22.83,Email / In-App
5155-AZQPB,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,1410.25,0,Retained,16.64,16.64,Low,Existing ChurnIQ ML Model,29.28,1410.25,Loyal Customer,Low,3117,234.67,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",21.7,Standard Engagement
8861-HGGKB,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.45,830.85,1,Churn,76.91,76.91,High,Existing ChurnIQ ML Model,79.88,830.85,Standard Customer,High,725,639.01,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,59.18,Targeted Campaign
1087-GRUYI,Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,743.5,0,Retained,1.07,1.07,Low,Existing ChurnIQ ML Model,8.69,743.5,Loyal Customer,Low,4467,7.96,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",6.12,Standard Engagement
7065-YUNRY,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,45.3,1,Churn,75.39,75.39,High,Existing ChurnIQ ML Model,73.79,45.3,Standard Customer,High,1028,34.15,Launch an early-tenure onboarding and engagement campaign.,Strengthen onboarding to prevent early customer churn.,51.83,Targeted Campaign
7694-VLBWQ,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,104.1,7040.85,1,Churn,64.4,64.4,High,Existing ChurnIQ ML Model,60.76,7040.85,High Value At Risk,High,1632,4534.31,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,65.73,Targeted Campaign
2546-KZAAT,Male,0,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,75.4,3865.45,0,Retained,11.53,11.53,Low,Existing ChurnIQ ML Model,20.55,3865.45,Loyal Customer,Low,3615,445.69,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",16.66,Standard Engagement
0181-RITDD,Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,108.15,6825.65,0,Retained,16.72,16.72,Low,Existing ChurnIQ ML Model,23.3,6825.65,Loyal Customer,Low,3475,1141.25,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",22.15,Standard Engagement
5989-PGKJB,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.25,1340.1,0,Churn,67.77,67.77,High,Existing ChurnIQ ML Model,72.63,1340.1,Standard Customer,High,1084,908.19,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,55.49,Targeted Campaign
4795-KTRTH,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,371.65,1,Churn,93.46,93.46,Critical,Existing ChurnIQ ML Model,91.72,371.65,Critical Retention,Immediate,112,347.34,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,65.98,Personal Outreach
8272-ONJLV,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,95.7,1184.0,0,Retained,47.26,47.26,Medium,Existing ChurnIQ ML Model,55.73,1184.0,Standard Customer,Monitor,1852,559.56,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,41.87,Email / In-App
1488-PBLJN,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.85,8477.7,0,Retained,4.25,4.25,Low,Existing ChurnIQ ML Model,13.87,8477.7,Loyal Customer,Low,4048,360.3,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",11.55,Standard Engagement
0308-GIQJT,Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,0,Retained,36.47,36.47,Medium,Existing ChurnIQ ML Model,37.78,7382.85,Stable Valuable,Monitor,2661,2692.53,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,40.22,Email / In-App
3778-FOAQW,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,456.85,0,Retained,1.51,1.51,Low,Existing ChurnIQ ML Model,13.02,456.85,Loyal Customer,Low,4112,6.9,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",9.15,Standard Engagement
4452-ROHMO,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,331.6,0,Retained,1.57,1.57,Low,Existing ChurnIQ ML Model,12.17,331.6,Loyal Customer,Low,4183,5.21,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",8.55,Standard Engagement
6481-OGDOO,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.6,6056.15,1,Churn,57.18,57.18,Medium,Existing ChurnIQ ML Model,51.63,6056.15,Standard Customer,Monitor,2024,3462.91,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,53.86,Email / In-App
3090-LETTY,Male,0,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.95,134.6,0,Retained,31.57,31.57,Medium,Existing ChurnIQ ML Model,44.22,134.6,Standard Customer,Monitor,2351,42.49,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,31.17,Email / In-App
5349-AZPEW,Female,0,Yes,Yes,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,125.5,0,Retained,47.46,47.46,Medium,Existing ChurnIQ ML Model,52.07,125.5,Standard Customer,Monitor,2006,59.56,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,36.75,Email / In-App
3753-TSEMP,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.15,1390.6,1,Churn,80.86,80.86,Critical,Existing ChurnIQ ML Model,82.08,1390.6,Critical Retention,Immediate,598,1124.44,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,63.21,Personal Outreach
8305-VHZBZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,1,Churn,76.95,76.95,High,Existing ChurnIQ ML Model,72.88,20.2,Standard Customer,High,1069,15.54,Launch an early-tenure onboarding and engagement campaign.,Strengthen onboarding to prevent early customer churn.,51.1,Targeted Campaign
9720-JJJOR,Male,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.3,2511.3,0,Retained,13.71,13.71,Low,Existing ChurnIQ ML Model,22.4,2511.3,Loyal Customer,Low,3527,344.3,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",17.44,Standard Engagement
8100-HZZLJ,Female,0,No,Yes,43,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.95,2737.05,0,Retained,28.19,28.19,Medium,Existing ChurnIQ ML Model,39.4,2737.05,Standard Customer,Monitor,2567,771.57,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,31.53,Email / In-App
8775-ERLNB,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.3,74.3,0,Churn,87.91,87.91,Critical,Existing ChurnIQ ML Model,87.86,74.3,Critical Retention,Immediate,294,65.32,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,61.84,Personal Outreach
8309-IEYJD,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,0,Churn,82.76,82.76,Critical,Existing ChurnIQ ML Model,80.96,70.6,Critical Retention,Immediate,665,58.43,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,56.97,Personal Outreach
9172-JITSM,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.8,2361.8,1,Churn,76.52,76.52,High,Existing ChurnIQ ML Model,77.73,2361.8,Standard Customer,High,832,1807.25,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,63.66,Targeted Campaign
6298-QDFNH,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.35,1730.35,1,Churn,85.55,85.55,Critical,Existing ChurnIQ ML Model,83.69,1730.35,Critical Retention,Immediate,509,1480.31,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,66.16,Personal Outreach
7398-HPYZQ,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.55,6404.0,0,Retained,0.03,0.03,Low,Existing ChurnIQ ML Model,8.97,6404.0,Loyal Customer,Low,4443,1.92,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",6.29,Standard Engagement
3546-GHEAE,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.45,165.35,0,Retained,2.73,2.73,Low,Existing ChurnIQ ML Model,14.08,165.35,Loyal Customer,Low,4030,4.51,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",9.88,Standard Engagement
7361-YPXFS,Female,1,No,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.45,1867.6,0,Retained,12.58,12.58,Low,Existing ChurnIQ ML Model,27.59,1867.6,Loyal Customer,Low,3215,234.94,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",20.51,Standard Engagement
6557-BZXLQ,Male,1,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,1043.3,0,Churn,63.59,63.59,High,Existing ChurnIQ ML Model,68.38,1043.3,Standard Customer,High,1300,663.43,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,51.26,Targeted Campaign
2550-QHZGP,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,128.6,0,Retained,2.22,2.22,Low,Existing ChurnIQ ML Model,15.83,128.6,Loyal Customer,Low,3916,2.85,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",11.1,Standard Engagement
7519-JTWQH,Female,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.5,7455.45,0,Retained,19.62,19.62,Low,Existing ChurnIQ ML Model,24.54,7455.45,Loyal Customer,Low,3393,1462.76,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",24.66,Standard Engagement
2538-OIMXF,Female,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.7,24.7,0,Churn,56.56,56.56,Medium,Existing ChurnIQ ML Model,58.97,24.7,Standard Customer,Monitor,1709,13.97,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,41.35,Email / In-App
8543-MSDMF,Male,0,No,No,3,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.4,206.15,0,Retained,42.3,42.3,Medium,Existing ChurnIQ ML Model,55.9,206.15,Standard Customer,Monitor,1843,87.2,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,39.58,Email / In-App
9961-JBNMK,Male,1,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.8,2030.3,1,Churn,80.02,80.02,High,Existing ChurnIQ ML Model,78.35,2030.3,Standard Customer,High,805,1624.65,Provide personalized service outreach and retention incentives.,Proactive customer engagement is recommended.,63.16,Targeted Campaign
1170-SASML,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.4,5869.4,0,Retained,45.46,45.46,Medium,Existing ChurnIQ ML Model,46.58,5869.4,Standard Customer,Monitor,2243,2668.23,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,46.26,Email / In-App
4872-JCVCA,Female,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),47.6,3377.8,0,Retained,2.34,2.34,Low,Existing ChurnIQ ML Model,7.16,3377.8,Loyal Customer,Low,4557,79.04,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",5.42,Standard Engagement
5346-BZCHP,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,1346.2,0,Retained,1.24,1.24,Low,Existing ChurnIQ ML Model,4.43,1346.2,Loyal Customer,Low,4700,16.69,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",3.19,Standard Engagement
2038-LLMLM,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,4946.05,0,Churn,52.51,52.51,Medium,Existing ChurnIQ ML Model,58.9,4946.05,Standard Customer,Monitor,1712,2597.17,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,54.52,Email / In-App
6173-ITPWD,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.35,4065.0,1,Churn,66.75,66.75,High,Existing ChurnIQ ML Model,64.38,4065.0,High Value At Risk,High,1484,2713.39,Provide personalized service outreach and retention incentives.,Proactive customer engagement is recommended.,58.95,Targeted Campaign
9734-UYXQI,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,106.55,1,Churn,79.05,79.05,High,Existing ChurnIQ ML Model,79.54,106.55,Standard Customer,High,744,84.23,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,56.11,Targeted Campaign
1216-BGTSP,Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,0,Retained,35.69,35.69,Medium,Existing ChurnIQ ML Model,44.91,4964.7,Growth Opportunity,Monitor,2319,1771.9,Introduce relevant upgrades and personalized offers.,Use engagement and cross-sell opportunities to strengthen loyalty.,40.5,Email / In-App
4138-NAXED,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.0,4085.75,0,Retained,31.83,31.83,Medium,Existing ChurnIQ ML Model,39.19,4085.75,Stable Valuable,Monitor,2578,1300.49,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,34.09,Email / In-App
2189-UXTKY,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.2,1742.75,1,Churn,68.24,68.24,High,Existing ChurnIQ ML Model,71.56,1742.75,Standard Customer,High,1133,1189.25,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,56.18,Targeted Campaign
0744-BIKKF,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.65,6224.8,0,Retained,0.52,0.52,Low,Existing ChurnIQ ML Model,8.86,6224.8,Loyal Customer,Low,4451,32.37,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",6.37,Standard Engagement
7483-IQWIB,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.95,3415.25,0,Churn,58.66,58.66,High,Existing ChurnIQ ML Model,63.87,3415.25,High Value At Risk,High,1505,2003.39,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,54.96,Targeted Campaign
5248-KWLAR,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.35,6325.25,0,Retained,1.89,1.89,Low,Existing ChurnIQ ML Model,13.25,6325.25,Loyal Customer,Low,4092,119.55,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",9.89,Standard Engagement
